Title,Description,URL,Tag
Get Started with Python,"Get Started with Python Course by Google, 4.8 stars, by 1.5K reviews, provide skills Object Oriented Programming (OOP), Jupyter, Data Structures etc... Advanced level, 1 - 3 Months",https://www.coursera.org/learn/get-started-with-python,Coursera
"Generative AI: Governance, Policy, and Emerging Regulation","Generative AI: Governance, Policy, and Emerging Regulation Course by University of Michigan, 4.8 stars, by 24 reviews, provide skills Governance, Data Governance, Data Management etc... Intermediate level, 1 - 4 Weeks",https://www.coursera.org/learn/generative-ai-governance-policy-and-emerging-regulation,Coursera
Preparing for AI-900: Microsoft Azure AI Fundamentals exam,"Preparing for AI-900: Microsoft Azure AI Fundamentals exam Course by Microsoft, 4.7 stars, by 116 reviews, provide skills Natural Language Processing, Microsoft Azure, Computer Vision etc... Beginner level, 1 - 4 Weeks",https://www.coursera.org/learn/microsoft-ai-900-exam-prep,Coursera
AI for Medicine,"AI for Medicine Specialization by DeepLearning.AI, 4.7 stars, by 2.4K reviews, provide skills Deep Learning, Statistical Analysis, Clinical Trials etc... Intermediate level, 1 - 3 Months",https://www.coursera.org/specializations/ai-for-medicine,Coursera
Team Software Engineering with AI,"Team Software Engineering with AI new Course by DeepLearning.AI, 4.7 stars, by 98 reviews, provide skills Software Documentation, Software Testing, Technical Documentation etc... Beginner level, 1 - 4 Weeks",https://www.coursera.org/learn/team-software-engineering-with-ai,Coursera
AI Python for Beginners,"AI Python for Beginners new Course by DeepLearning.AI, 4.8 stars, by 60 reviews, provide skills Artificial Intelligence, Jupyter, Python Programming etc... Beginner level, 1 - 4 Weeks",https://www.coursera.org/learn/ai-python-for-beginners,Coursera
IBM Data Engineering,"IBM Data Engineering Professional Certificate by IBM, 4.6 stars, by 56K reviews, provide skills NoSQL, Data Warehousing, SQL etc... Beginner level, 3 - 6 Months",https://www.coursera.org/professional-certificates/ibm-data-engineer,Coursera
AI for Education (Basic),"AI for Education (Basic) Course by Kennesaw State University, 4.9 stars, by 9 reviews, provide skills Generative AI, Data Ethics, ChatGPT etc... Beginner level, 1 - 4 Weeks",https://www.coursera.org/learn/ai-for-education-basic,Coursera
iOS Development with SwiftUI and SwiftData,Not Available,https://www.udacity.com/course/ios-developer-nanodegree--nd003,Udacity
Data Structures and Algorithms,Not Available,https://www.udacity.com/course/data-structures-and-algorithms-nanodegree--nd256,Udacity
C++,Not Available,https://www.udacity.com/course/c-plus-plus-nanodegree--nd213,Udacity
React,Not Available,https://www.udacity.com/course/react-nanodegree--nd019,Udacity
Generative AI in Marketing,"Generative AI in Marketing Specialization by University of Virginia Darden School Foundation, 4.2 stars, by 77 reviews, provide skills Customer Insights, Design Thinking, Consumer Behaviour etc... Beginner level, 1 - 3 Months",https://www.coursera.org/specializations/generative-ai-in-marketing,Coursera
Introduction to Generative AI - Art of the Possible,"Introduction to Generative AI - Art of the Possible free Course by Amazon Web Services, 4.6 stars, by 56 reviews, provide skills Generative AI, Amazon Web Services, Artificial Intelligence etc... Beginner level, 1 - 4 Weeks",https://www.coursera.org/learn/aws-introduction-to-generative-ai-art-of-the-possible,Coursera
Cloud Developer,Not Available,https://www.udacity.com/course/cloud-developer-nanodegree--nd9990,Udacity
Generative AI for Everyone,"Generative AI for Everyone Course by DeepLearning.AI, 4.8 stars, by 3.1K reviews, provide skills Generative AI, OpenAI, ChatGPT etc... Beginner level, 1 - 4 Weeks",https://www.coursera.org/learn/generative-ai-for-everyone,Coursera
Natural Language Processing,Not Available,https://www.udacity.com/course/natural-language-processing-nanodegree--nd892,Udacity
Data Structures and Algorithms,Not Available,https://www.udacity.com/course/data-structures-and-algorithms-nanodegree--nd256,Udacity
AI Programming with Python,Not Available,https://www.udacity.com/course/ai-programming-python-nanodegree--nd089,Udacity
Front End Web Developer,Not Available,https://www.udacity.com/course/front-end-web-developer-nanodegree--nd0011,Udacity
Natural Language Processing,Not Available,https://www.udacity.com/course/natural-language-processing-nanodegree--nd892,Udacity
Digital Transformation Using AI/ML with Google Cloud,"Digital Transformation Using AI/ML with Google Cloud Specialization by Google Cloud, 4.7 stars, by 7.3K reviews, provide skills Serverless Computing, Digital Transformation, Cloud Services etc... Beginner level, 3 - 6 Months",https://www.coursera.org/specializations/digital-transformation-using-ai-ml-with-google-cloud,Coursera
User Experience,Not Available,https://www.udacity.com/course/ux-designer-nanodegree--nd578,Udacity
Ethical AI Use,"Ethical AI Use free Course by Kennesaw State University, 4.9 stars, by 8 reviews, provide skills Data Ethics, ChatGPT, OpenAI etc... Beginner level, 1 - 4 Weeks",https://www.coursera.org/learn/ethical-ai-use,Coursera
Generative AI in Marketing,"Generative AI in Marketing Specialization by University of Virginia Darden School Foundation, 4.2 stars, by 77 reviews, provide skills Customer Insights, Design Thinking, Consumer Behaviour etc... Beginner level, 1 - 3 Months",https://www.coursera.org/specializations/generative-ai-in-marketing,Coursera
Build and Execute an Organisational AI Strategy,"Build and Execute an Organisational AI Strategy free Course by Coursera Instructor Network, 4.6 stars, by 18 reviews, provide skills Organizational Strategy, Governance, Strategic Leadership etc... Intermediate level, 1 - 4 Weeks",https://www.coursera.org/learn/build-and-execute-an-organisational-ai-strategy,Coursera
Digital Marketing,Not Available,https://www.udacity.com/course/digital-marketing-nanodegree--nd018,Udacity
IBM Generative AI for Cybersecurity Professionals,"IBM Generative AI for Cybersecurity Professionals Specialization by IBM, 4.7 stars, by 4.6K reviews, provide skills ChatGPT, Generative AI, Cyber Threat Intelligence etc... Intermediate level, 1 - 3 Months",https://www.coursera.org/specializations/generative-ai-for-cybersecurity-professionals,Coursera
AI Applications in Marketing and Finance,"AI Applications in Marketing and Finance Course by University of Pennsylvania, 4.6 stars, by 366 reviews, provide skills Big Data, Credit Risk, Risk Management etc... Mixed level, 1 - 4 Weeks",https://www.coursera.org/learn/wharton-ai-applications-marketing-finance,Coursera
Generative AI for Data Scientists,"Generative AI for Data Scientists Specialization by IBM, 4.7 stars, by 4.6K reviews, provide skills ChatGPT, Generative AI, Exploratory Data Analysis etc... Intermediate level, 1 - 3 Months",https://www.coursera.org/specializations/generative-ai-for-data-scientists,Coursera
Developing AI Applications on Azure,"Developing AI Applications on Azure Course by LearnQuest, 4.4 stars, by 976 reviews, provide skills Artificial Intelligence and Machine Learning (AI/ML), Microsoft Azure, Artificial Intelligence etc... Advanced level, 1 - 3 Months",https://www.coursera.org/learn/developing-ai-applications-azure,Coursera
AI Strategy and Governance,"AI Strategy and Governance Course by University of Pennsylvania, 4.8 stars, by 266 reviews, provide skills Data Ethics, Data Governance, Data Security etc... Beginner level, 1 - 4 Weeks",https://www.coursera.org/learn/wharton-ai-strategy-governance,Coursera
Team Software Engineering with AI,"Team Software Engineering with AI new Course by DeepLearning.AI, 4.7 stars, by 98 reviews, provide skills Software Documentation, Software Testing, Technical Documentation etc... Beginner level, 1 - 4 Weeks",https://www.coursera.org/learn/team-software-engineering-with-ai,Coursera
Business Analytics,Not Available,https://www.udacity.com/course/business-analytics-nanodegree--nd098,Udacity
Digital Marketing,Not Available,https://www.udacity.com/course/digital-marketing-nanodegree--nd018,Udacity
Product Manager,Not Available,https://www.udacity.com/course/product-manager-nanodegree--nd036,Udacity
Microsoft Copilot for Sales,"Microsoft Copilot for Sales new Specialization by Microsoft, 5.0 stars, by 6 reviews, provide skills Forecasting, Sales Strategy, Customer Analysis etc... Beginner level, 1 - 3 Months",https://www.coursera.org/specializations/microsoft-copilot-for-sales,Coursera
Adobe Marketing Specialist,"Adobe Marketing Specialist new Professional Certificate by Adobe, 4.6 stars, by 378 reviews, provide skills Content Marketing, Promotional Strategies, Social Media Content etc... Beginner level, 3 - 6 Months",https://www.coursera.org/professional-certificates/adobe-marketing-specialist,Coursera
Cloud DevOps Engineer,Not Available,https://www.udacity.com/course/cloud-dev-ops-nanodegree--nd9991,Udacity
Generative AI for Data Engineers,"Generative AI for Data Engineers Specialization by IBM, 4.7 stars, by 4.5K reviews, provide skills ChatGPT, Generative AI, Database Design etc... Intermediate level, 1 - 3 Months",https://www.coursera.org/specializations/generative-ai-for-data-engineers,Coursera
Introduction to Vertex AI Studio,"Introduction to Vertex AI Studio free Course by Google Cloud, 4.7 stars, by 206 reviews, provide skills Generative AI, Prototyping, Performance Tuning etc... Beginner level, 1 - 4 Weeks",https://www.coursera.org/learn/introduction-to-generative-ai-studio,Coursera
ChatGPT + Zapier: AI-Powered Email Mastery,"ChatGPT + Zapier: AI-Powered Email Mastery new Specialization by Vanderbilt University, 4.8 stars, by 5K reviews, provide skills ChatGPT, Calendar Management, Organizational Skills etc... Beginner level, 1 - 3 Months",https://www.coursera.org/specializations/chatgpt-zapier-email,Coursera
Data Scientist,Not Available,https://www.udacity.com/course/data-scientist-nanodegree--nd025,Udacity
IBM Machine Learning,"IBM Machine Learning Professional Certificate by IBM, 4.6 stars, by 2.9K reviews, provide skills Exploratory Data Analysis, Unsupervised Learning, Supervised Learning etc... Intermediate level, 3 - 6 Months",https://www.coursera.org/professional-certificates/ibm-machine-learning,Coursera
Generative AI: Foundation Models and Platforms,"Generative AI: Foundation Models and Platforms Course by IBM, 4.7 stars, by 169 reviews, provide skills Generative AI, OpenAI, IBM Cloud etc... Beginner level, 1 - 4 Weeks",https://www.coursera.org/learn/generative-ai-foundation-models-and-platforms,Coursera
Product Manager,Not Available,https://www.udacity.com/course/product-manager-nanodegree--nd036,Udacity
Digital Transformation Using AI/ML with Google Cloud,"Digital Transformation Using AI/ML with Google Cloud Specialization by Google Cloud, 4.7 stars, by 7.3K reviews, provide skills Serverless Computing, Digital Transformation, Cloud Services etc... Beginner level, 3 - 6 Months",https://www.coursera.org/specializations/digital-transformation-using-ai-ml-with-google-cloud,Coursera
Digital Marketing,Not Available,https://www.udacity.com/course/digital-marketing-nanodegree--nd018,Udacity
Generative AI in HR - Impact and Application of Gen AI,"Generative AI in HR - Impact and Application of Gen AI Course by Board Infinity, 4.3 stars, by 183 reviews, provide skills HR Tech, People Analytics, Human Resources etc... Beginner level, 1 - 4 Weeks",https://www.coursera.org/learn/generative-ai-in-hr,Coursera
Deep Learning,Not Available,https://www.udacity.com/course/deep-learning-nanodegree--nd101,Udacity
Generative AI for Legal Services Primer,"Generative AI for Legal Services Primer Course by Vanderbilt University, 4.8 stars, by 37 reviews, provide skills Generative AI, Data Ethics, ChatGPT etc... Beginner level, 1 - 4 Weeks",https://www.coursera.org/learn/generative-ai-for-legal-services-primer,Coursera
Product Analytics and AI,"Product Analytics and AI Course by University of Virginia, 4.7 stars, by 474 reviews, provide skills Analytics, Business Analytics, Usability Testing etc... Beginner level, 1 - 4 Weeks",https://www.coursera.org/learn/uva-darden-agile-analytics,Coursera
IntelÂ® AI Fundamentals,"IntelÂ® AI Fundamentals Specialization by Intel, 4.1 stars, by 66 reviews, provide skills Artificial Intelligence, Business Technologies, Complex Problem Solving etc... Beginner level, 1 - 4 Weeks",https://www.coursera.org/specializations/intel-ai-fundamental,Coursera
Generative AI Engineering with LLMs,"Generative AI Engineering with LLMs new Specialization by IBM, 4.5 stars, by 282 reviews, provide skills Generative AI, Natural Language Processing, PyTorch (Machine Learning Library) etc... Intermediate level, 3 - 6 Months",https://www.coursera.org/specializations/generative-ai-engineering-with-llms,Coursera
IBM Data Science,"IBM Data Science Professional Certificate by IBM, 4.6 stars, by 140K reviews, provide skills Dashboard, Data Visualization Software, Data Wrangling etc... Beginner level, 3 - 6 Months",https://www.coursera.org/professional-certificates/ibm-data-science,Coursera
Cybersecurity for Everyone,"Cybersecurity for Everyone free Course by University of Maryland, College Park, 4.7 stars, by 2.7K reviews, provide skills Cyber Risk, Cyber Security Policies, Security Management etc... Beginner level, 1 - 3 Months",https://www.coursera.org/learn/cybersecurity-for-everyone,Coursera
Introduction to Programming,Not Available,https://www.udacity.com/course/intro-to-programming-nanodegree--nd000,Udacity
Foundations of AI and Machine Learning,"Foundations of AI and Machine Learning new Course by Microsoft, 4.6 stars, by 51 reviews, provide skills Data Management, Artificial Intelligence and Machine Learning (AI/ML), Infrastructure Architecture etc... Intermediate level, 1 - 3 Months",https://www.coursera.org/learn/foundations-of-ai-and-machine-learning,Coursera
Leadership Strategies for AI and Generative AI,"Leadership Strategies for AI and Generative AI Specialization by Fractal Analytics, 4.6 stars, by 134 reviews, provide skills Data Ethics, Human Centered Design, Problem Solving etc... Beginner level, 3 - 6 Months",https://www.coursera.org/specializations/leadership-strategies-for-ai-and-generative-ai,Coursera
React,Not Available,https://www.udacity.com/course/react-nanodegree--nd019,Udacity
AI for Course Design,"AI for Course Design Course by University of Colorado Boulder, 4.0 stars, by 18 reviews, provide skills Generative AI, Artificial Intelligence, Data Ethics etc... Beginner level, 1 - 4 Weeks",https://www.coursera.org/learn/ai-for-course-design,Coursera
React,Not Available,https://www.udacity.com/course/react-nanodegree--nd019,Udacity
AI Product Management,"AI Product Management Specialization by Duke University, 4.7 stars, by 719 reviews, provide skills Deep Learning, MLOps (Machine Learning Operations), Data Ethics etc... Beginner level, 3 - 6 Months",https://www.coursera.org/specializations/ai-product-management-duke,Coursera
AI for Good,"AI for Good Specialization by DeepLearning.AI, 4.7 stars, by 446 reviews, provide skills Disaster Recovery, Data Analysis, Jupyter etc... Beginner level, 1 - 3 Months",https://www.coursera.org/specializations/ai-for-good,Coursera
AI Essentials,"AI Essentials  Course by Intel, 4.1 stars, by 62 reviews, provide skills Artificial Intelligence, Artificial Intelligence and Machine Learning (AI/ML), Generative AI etc... Beginner level, 1 - 4 Weeks",https://www.coursera.org/learn/ai-essentials,Coursera
Successful AI Strategies: A CEO's Perspective,"Successful AI Strategies: A CEO's Perspective Course by Fractal Analytics, 4.7 stars, by 11 reviews, provide skills Strategic Leadership, Generative AI, Business Strategy etc... Intermediate level, 1 - 3 Months",https://www.coursera.org/learn/successful-ai-strategies-ceos-perspective,Coursera
DeepLearning.AI TensorFlow Developer,"DeepLearning.AI TensorFlow Developer Professional Certificate by DeepLearning.AI, 4.7 stars, by 25K reviews, provide skills Tensorflow, Computer Vision, Image Analysis etc... Intermediate level, 3 - 6 Months",https://www.coursera.org/professional-certificates/tensorflow-in-practice,Coursera
"AI, Business & the Future of Work","AI, Business & the Future of Work free Course by Lund University, 4.6 stars, by 1.5K reviews, provide skills Organizational Strategy, Artificial Intelligence, Strategic Thinking etc... Beginner level, 1 - 4 Weeks",https://www.coursera.org/learn/ai-business-future-of-work,Coursera
Product Manager,Not Available,https://www.udacity.com/course/product-manager-nanodegree--nd036,Udacity
Cloud Developer,Not Available,https://www.udacity.com/course/cloud-developer-nanodegree--nd9990,Udacity
C++,Not Available,https://www.udacity.com/course/c-plus-plus-nanodegree--nd213,Udacity
Programming for Data Science with Python,Not Available,https://www.udacity.com/course/programming-for-data-science-nanodegree--nd104,Udacity
Deep Learning,Not Available,https://www.udacity.com/course/deep-learning-nanodegree--nd101,Udacity
Full Stack Web Developer,Not Available,https://www.udacity.com/course/full-stack-web-developer-nanodegree--nd0044,Udacity
Vertex AI Search for Retail,"Vertex AI Search for Retail Specialization by Google Cloud, 4.6 stars, by 16K reviews, provide skills Dataflow, Google Cloud Platform, Data Pipelines etc... Beginner level, 3 - 6 Months",https://www.coursera.org/specializations/vertex-ai-search-for-retail,Coursera
Generative AI for Project Managers,"Generative AI for Project Managers Specialization by IBM, SkillUp EdTech, 4.7 stars, by 4.6K reviews, provide skills ChatGPT, Generative AI, OpenAI etc... Intermediate level, 1 - 3 Months",https://www.coursera.org/specializations/generative-ai-for-project-managers,Coursera
IBM Product Manager,"IBM Product Manager Professional Certificate by IBM, SkillUp EdTech, 4.8 stars, by 3.2K reviews, provide skills New Product Development, Product Management, Product Lifecycle Management etc... Beginner level, 3 - 6 Months",https://www.coursera.org/professional-certificates/ibm-product-manager,Coursera
User Awareness and Education for Generative AI,"User Awareness and Education for Generative AI  free Course by Coursera Instructor Network, 4.5 stars, by 19 reviews, provide skills Data Ethics, Generative AI, Artificial Intelligence etc... Beginner level, 1 - 4 Weeks",https://www.coursera.org/learn/user-awareness-and-education-for-generative-ai,Coursera
Introduction to Programming,Not Available,https://www.udacity.com/course/intro-to-programming-nanodegree--nd000,Udacity
AI for Everyday Life,"AI for Everyday Life free Course by Kennesaw State University, 4.7 stars, by 59 reviews, provide skills Generative AI, ChatGPT, Data Ethics etc... Beginner level, 1 - 4 Weeks",https://www.coursera.org/learn/ai-for-everyday-life,Coursera
Introduction to AI and Machine Learning on GC - EspaÃ±ol,"Introduction to AI and Machine Learning on GC - EspaÃ±ol Course by Google Cloud, 4.0 stars, by 7 reviews, provide skills Generative AI, Google Cloud Platform, MLOps (Machine Learning Operations) etc... Beginner level, 1 - 3 Months",https://www.coursera.org/learn/introduction-to-ai-and-machine-learning-on-gc---es,Coursera
AI for Knowledge Workers,"AI for Knowledge Workers new Course by University of California, Davis, 4.7 stars, provide skills Generative AI, ChatGPT, OpenAI etc... Beginner level, 1 - 4 Weeks",https://www.coursera.org/learn/ai-for-knowledge-workers,Coursera
Data Scientist,Not Available,https://www.udacity.com/course/data-scientist-nanodegree--nd025,Udacity
Microsoft Copilot for Software Development,"Microsoft Copilot for Software Development new Specialization by Microsoft, 4.8 stars, by 28 reviews, provide skills Generative AI, Code Review, Test Case etc... Intermediate level, 1 - 3 Months",https://www.coursera.org/specializations/microsoft-copilot-for-software-development,Coursera
AI for Lawyers: Communication and Creativity,"AI for Lawyers: Communication and Creativity new Course by University of Michigan, 4.7 stars, provide skills Creativity, Creative Thinking, Presentations etc... Beginner level, 1 - 4 Weeks",https://www.coursera.org/learn/ai-for-lawyers-communication-and-creativity,Coursera
Prompt Engineering Generative AI for Marketing & Advertising,"Prompt Engineering Generative AI for Marketing & Advertising Guided Project by Coursera Project Network, 4.4 stars, by 44 reviews, provide skills Generative AI, A/B Testing, Marketing Materials etc... Beginner level, Less Than 2 Hours",https://www.coursera.org/projects/prompt-engineering-generative-ai-for-marketing-advertising,Coursera
Exploring Artificial Intelligence Use Cases and Applications,"Exploring Artificial Intelligence Use Cases and Applications free Course by Amazon Web Services, 4.6 stars, by 43 reviews, provide skills Generative AI, Business Metrics, Applied Machine Learning etc... Beginner level, 1 - 4 Weeks",https://www.coursera.org/learn/exploring-artificial-intelligence-use-cases-and-applications,Coursera
Generative AI for Mobile App Developers,"Generative AI for Mobile App Developers new Specialization by IBM, SkillUp EdTech, 4.7 stars, by 4.6K reviews, provide skills ChatGPT, Generative AI, Mobile Development etc... Advanced level, 1 - 3 Months",https://www.coursera.org/specializations/generative-ai-for-mobile-app-developers,Coursera
ChatGPT for Project Management - Leveraging AI for Success,"ChatGPT for Project Management - Leveraging AI for Success new Specialization by Vanderbilt University, 4.8 stars, by 5.1K reviews, provide skills ChatGPT, Project Planning, Generative AI etc... Beginner level, 1 - 3 Months",https://www.coursera.org/specializations/chatgpt-project-management,Coursera
User Experience,Not Available,https://www.udacity.com/course/ux-designer-nanodegree--nd578,Udacity
Data Analyst,Not Available,https://www.udacity.com/course/data-analyst-nanodegree--nd002,Udacity
Introduction to Programming,Not Available,https://www.udacity.com/course/intro-to-programming-nanodegree--nd000,Udacity
Programming for Data Science with Python,Not Available,https://www.udacity.com/course/programming-for-data-science-nanodegree--nd104,Udacity
Introduction to Machine Learning on AWS,"Introduction to Machine Learning on AWS Course by Amazon Web Services, 4.5 stars, by 129 reviews, provide skills AWS SageMaker, Artificial Intelligence and Machine Learning (AI/ML), Amazon Web Services etc... Beginner level, 1 - 4 Weeks",https://www.coursera.org/learn/machine-learning-on-aws,Coursera
AI Concepts and Strategy,"AI Concepts and Strategy Course by Rutgers the State University of New Jersey, 4.4 stars, by 13 reviews, provide skills OpenAI, Generative AI, Artificial Intelligence etc... Beginner level, 1 - 4 Weeks",https://www.coursera.org/learn/ai-strategy,Coursera
"Improving Deep Neural Networks: Hyperparameter Tuning, Regularization and Optimization","Improving Deep Neural Networks: Hyperparameter Tuning, Regularization and Optimization Course by DeepLearning.AI, 4.9 stars, by 63K reviews, provide skills Tensorflow, Deep Learning, Artificial Intelligence and Machine Learning (AI/ML) etc... Intermediate level, 1 - 4 Weeks",https://www.coursera.org/learn/deep-neural-network,Coursera
Introduction to Generative AI - EspaÃ±ol,"Introduction to Generative AI - EspaÃ±ol free Course by Google Cloud, 4.6 stars, by 212 reviews, provide skills Generative AI, Application Development, Artificial Intelligence etc... Beginner level, 1 - 4 Weeks",https://www.coursera.org/learn/introduction-to-generative-ai---locales,Coursera
Programming for Data Science with Python,Not Available,https://www.udacity.com/course/programming-for-data-science-nanodegree--nd104,Udacity
Front End Web Developer,Not Available,https://www.udacity.com/course/front-end-web-developer-nanodegree--nd0011,Udacity
Landing.AI for Beginners: Build Data Visualization AI Models,"Landing.AI for Beginners: Build Data Visualization AI Models free Course by Coursera Project Network, 5.0 stars, provide skills Generative AI, Image Analysis, Application Deployment etc... Beginner level, 1 - 4 Weeks",https://www.coursera.org/learn/landing-ai-for-beginners-build-data-visualization-ai-models,Coursera
AI for Business: Generation & Prediction,"AI for Business: Generation & Prediction free Course by Coursera Instructor Network, 4.5 stars, by 78 reviews, provide skills Generative AI, Artificial Intelligence, Strategic Thinking etc... Beginner level, 1 - 4 Weeks",https://www.coursera.org/learn/ai-for-business-generation-and-prediction,Coursera
Microsoft AI & ML Engineering,"Microsoft AI & ML Engineering new Professional Certificate by Microsoft, 4.6 stars, by 57 reviews, provide skills Unsupervised Learning, Generative AI, Data Management etc... Intermediate level, 3 - 6 Months",https://www.coursera.org/professional-certificates/microsoft-ai-and-ml-engineering,Coursera
AI in Education: Leveraging ChatGPT for Teaching,"AI in Education: Leveraging ChatGPT for Teaching new Course by University of Pennsylvania, 4.7 stars, by 99 reviews, provide skills Data Ethics, ChatGPT, Generative AI etc... Beginner level, 1 - 4 Weeks",https://www.coursera.org/learn/wharton-ai-in-education-leveraging-chatgpt-for-teaching,Coursera
Computer Vision,Not Available,https://www.udacity.com/course/computer-vision-nanodegree--nd891,Udacity
Data Engineering with AWS,Not Available,https://www.udacity.com/course/data-engineer-nanodegree--nd027,Udacity
AI for Mechanical Engineers,"AI for Mechanical Engineers new Specialization by University of Michigan, 4.4 stars, by 19 reviews, provide skills Artificial Intelligence and Machine Learning (AI/ML), Generative AI, Machine Learning etc... Intermediate level, 1 - 3 Months",https://www.coursera.org/specializations/ai-for-mechanical-engineers,Coursera
Exam Prep AI-102: Microsoft Azure AI Engineer Associate,"Exam Prep AI-102: Microsoft Azure AI Engineer Associate Course by Whizlabs, 3.3 stars, by 18 reviews, provide skills Microsoft Azure, Data Ethics, Natural Language Processing etc... Intermediate level, 1 - 3 Months",https://www.coursera.org/learn/ai-102-microsoft-azure-ai-engineer-associate-course,Coursera
AI for Medicine,"AI for Medicine Specialization by DeepLearning.AI, 4.7 stars, by 2.4K reviews, provide skills Deep Learning, Statistical Analysis, Clinical Trials etc... Intermediate level, 1 - 3 Months",https://www.coursera.org/specializations/ai-for-medicine,Coursera
Prompt Engineering for Law,"Prompt Engineering for Law Specialization by Vanderbilt University, 4.8 stars, by 5.2K reviews, provide skills ChatGPT, Generative AI, OpenAI etc... Beginner level, 1 - 3 Months",https://www.coursera.org/specializations/prompt-engineering-for-law,Coursera
Generative AI for Leaders,"Generative AI for Leaders Course by Vanderbilt University, 4.8 stars, by 365 reviews, provide skills Succession Planning, Business Writing, Generative AI etc... Beginner level, 1 - 4 Weeks",https://www.coursera.org/learn/generative-ai-for-leaders,Coursera
AI Programming with Python,Not Available,https://www.udacity.com/course/ai-programming-python-nanodegree--nd089,Udacity
AI Foundations for Everyone,"AI Foundations for Everyone Specialization by IBM, 4.7 stars, by 23K reviews, provide skills ChatGPT, Generative AI, Artificial Intelligence etc... Beginner level, 3 - 6 Months",https://www.coursera.org/specializations/ai-foundations-for-everyone,Coursera
Artificial Intelligence (AI) Education for Teachers,"Artificial Intelligence (AI) Education for Teachers free Course by Macquarie University, IBM, 4.7 stars, by 812 reviews, provide skills Computational Thinking, Design Thinking, Artificial Intelligence etc... Beginner level, 1 - 3 Months",https://www.coursera.org/learn/artificial-intelligence-education-for-teachers,Coursera
Generative AI for Software Development,"Generative AI for Software Development new Professional Certificate by DeepLearning.AI, 4.6 stars, by 456 reviews, provide skills Database Design, Software Documentation, Software Design Patterns etc... Beginner level, 1 - 3 Months",https://www.coursera.org/professional-certificates/generative-ai-for-software-development,Coursera
Full Stack Web Developer,Not Available,https://www.udacity.com/course/full-stack-web-developer-nanodegree--nd0044,Udacity
"ChatGPT: Excel at Personal Automation with GPTs, AI & Zapier","ChatGPT: Excel at Personal Automation with GPTs, AI & Zapier Specialization by Vanderbilt University, 4.8 stars, by 5.3K reviews, provide skills ChatGPT, Generative AI, OpenAI etc... Beginner level, 3 - 6 Months",https://www.coursera.org/specializations/chatgpt-gpt-zapier-excel-at-automation,Coursera
AI for Professional Communication,"AI for Professional Communication Course by Kennesaw State University, 4.8 stars, by 6 reviews, provide skills Business Correspondence, Target Audience, Business Communication etc... Beginner level, 1 - 4 Weeks",https://www.coursera.org/learn/ai-for-professional-communication,Coursera
Build and Execute an Organisational AI Strategy,"Build and Execute an Organisational AI Strategy free Course by Coursera Instructor Network, 4.6 stars, by 18 reviews, provide skills Organizational Strategy, Governance, Strategic Leadership etc... Intermediate level, 1 - 4 Weeks",https://www.coursera.org/learn/build-and-execute-an-organisational-ai-strategy,Coursera
AI for Creative Work,"AI for Creative Work new Specialization by University of Michigan, 4.8 stars, by 21 reviews, provide skills Data Ethics, Generative AI, Artificial Intelligence etc... Beginner level, 3 - 6 Months",https://www.coursera.org/specializations/ai-for-creative-work,Coursera
AI and Public Health,"AI and Public Health Course by DeepLearning.AI, 4.8 stars, by 216 reviews, provide skills Data Analysis, Jupyter, Exploratory Data Analysis etc... Beginner level, 1 - 4 Weeks",https://www.coursera.org/learn/ai-and-public-health,Coursera
Oracle Cloud Infrastructure AI Foundations,"Oracle Cloud Infrastructure AI Foundations new free Course by Oracle, provide skills Generative AI, Oracle Cloud, Supervised Learning etc... Beginner level, 1 - 4 Weeks",https://www.coursera.org/learn/oracle-cloud-infrastructure-ai-foundations,Coursera
